icao,altitude,latitude,longitude,time,flight_num
3c0c4b,8000,52.45,10.87,1474626499421,0
3c0c4b,8000,52.46,10.25,1474625817435,0
3c0c4b,8000,52.46,10.87,1474626491395,0
3c0c4b,8000,52.47,10.88,1474626481725,0
3c0c4b,8000,52.48,10.26,1474625827144,0
3c0c4b,8000,52.49,10.27,1474625836283,0
3c0c4b,8000,52.5,10.5,1474627982292,0
3c0c4b,8000,52.51,10.51,1474627973355,0
3c0c4b,8000,52.52,9.92,1474630632075,0
3c0c4b,8000,52.52,9.94,1474630637594,0
3c0c4b,8000,52.52,9.95,1474630645817,0
3c0c4b,8000,52.52,9.97,1474630650827,0
3c0c4b,8000,52.52,9.99,1474630659789,0
3c0c4b,8000,52.52,10.02,1474630672377,0
3c0c4b,8000,52.52,10.52,1474627964907,0
3c0c4b,8000,52.54,9.77,1474630563134,0
3c0c4b,8000,52.54,10.15,1474629833339,0
3c0c4b,8000,52.54,10.18,1474629845083,0
3c0c4b,8000,52.54,10.19,1474629851611,0
3c0c4b,8000,52.54,10.25,1474630774412,0
3c0c4b,8000,52.54,10.36,1474625897280,0
3c0c4b,8000,52.55,9.62,1474629578768,0
3c0c4b,8000,52.55,9.65,1474629593726,0
3c0c4b,8000,52.55,9.7,1474628690662,0
3c0c4b,8000,52.55,9.72,1474627376015,0
3c0c4b,8000,52.55,9.73,1474630542039,0
3c0c4b,8000,52.55,9.74,1474628706118,0
3c0c4b,8000,52.55,9.75,1474628713553,0
3c0c4b,8000,52.55,9.77,1474628720822,0
3c0c4b,8000,52.55,9.87,1474629701163,0
3c0c4b,8000,52.55,10.14,1474628882303,0
3c0c4b,8000,52.55,10.21,1474628916556,0
3c0c4b,8000,52.56,9.78,1474627403407,0
3c0c4b,8000,52.56,10.5,1474630891355,0
3c0c4b,8000,52.56,10.55,1474627933390,0
3c0c4b,8000,52.57,9.64,1474630498264,0
3c0c4b,8000,52.57,10.56,1474627921523,0
3c0c4b,8000,52.59,10.01,1474627509757,0
3c0c4b,8000,52.59,10.03,1474627516736,0
3c0c4b,8000,52.59,10.04,1474627525107,0
3c0c4b,8000,52.59,10.84,1474631052531,0
3c0c4b,8000,52.59,11.02,1474631141212,0
3c0c4b,8000,52.6,10.91,1474626384008,0
3c0c4b,8000,52.6,10.97,1474631114338,0
3c0c4b,8000,52.6,10.98,1474631120937,0
3c0c4b,8000,52.6,11,1474631129618,0
3c0c4b,8000,52.6,11.01,1474631135706,0
3c0c4b,8000,52.67,10.3,1474627654166,0
3c0c4b,8000,52.67,10.62,1474627840828,0
3c0c4b,8000,52.68,10.59,1474626044250,0
3c0c4b,8000,52.68,10.62,1474627831756,0
3c0c4b,8000,52.68,10.93,1474626324097,0
3c0c4b,8000,52.69,10.62,1474627826408,0
3c0c4b,8000,52.69,10.93,1474626315347,0
3c0c4b,8000,52.7,10.62,1474627817730,0
3c0c4b,8000,52.7,10.94,1474626307522,0
3c0c4b,8000,52.71,10.61,1474627810450,0
3c0c4b,8000,52.71,10.62,1474627813640,0
3c0c4b,8000,52.72,10.6,1474627798313,0
3c0c4b,8000,52.72,10.61,1474627805858,0
3c0c4b,8000,52.73,10.51,1474627754953,0
3c0c4b,8000,52.73,10.57,1474627784631,0
3c0c4b,8000,52.73,10.58,1474627789530,0
3c0c4b,8000,52.73,10.59,1474627793576,0
3c0c4b,8000,52.74,10.52,1474627761239,0
3c0c4b,8000,52.74,10.54,1474627771151,0
3c0c4b,8000,52.74,10.55,1474627776066,0
3c0c4b,8000,52.74,10.56,1474627779872,0
3c0c4b,8000,52.74,10.94,1474626281700,0
3c0c4b,8000,52.78,10.93,1474626249984,0
3c0c4b,8000,52.79,10.93,1474626242719,0
3c0c4b,8000,52.8,10.8,1474626174382,0
3c0c4b,8000,52.8,10.92,1474626232550,0
3c0c4b,8000,52.81,10.81,1474626181549,0
3c0c4b,8000,52.81,10.82,1474626186480,0
3c0c4b,8000,52.81,10.89,1474626219116,0
3c0c4b,8000,52.81,10.9,1474626223461,0
3c0c4b,8000,52.81,10.91,1474626227424,0
3c0c4b,8000,52.82,10.83,1474626190312,0
3c0c4b,8000,52.82,10.84,1474626196081,0
3c0c4b,8000,52.82,10.86,1474626203098,0
3c0c4b,8000,52.82,10.87,1474626209486,0
3c0c4b,8000,52.82,10.88,1474626213982,0
3c0c4b,8025,52.43,10.8,1474626535412,0
3c0c4b,8025,52.49,10.28,1474625842180,0
3c0c4b,8025,52.68,10.62,1474627836087,0
3c0c4b,8025,52.77,10.93,1474626259338,0
